                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    114,               0.023039,               0.022146,               0.030304,              0.0012297,                0.91775,                0.92959,                0.95664,                0.78707,                0.91051,                0.92027,                0.94479,                0.75194,               0.019771,               0.019248,               0.024597,             0.00072269,              0.0077626,              0.0077626,              0.0077626
                    115,               0.023735,               0.021984,               0.030361,              0.0013133,                0.92816,                0.93084,                0.95591,                0.78993,                0.91984,                0.92305,                0.94714,                0.75338,               0.019989,               0.019255,               0.024123,             0.00080462,              0.0077428,              0.0077428,              0.0077428
                    116,               0.023165,               0.021715,               0.029848,              0.0013131,                0.92646,                0.92144,                0.95553,                0.79204,                0.92226,                 0.9124,                 0.9453,                0.75145,               0.019932,               0.019433,               0.024321,             0.00073372,               0.007723,               0.007723,               0.007723
                    117,                0.02363,               0.022199,               0.030675,              0.0013064,                0.93445,                0.92579,                0.96017,                0.78878,                0.92779,                0.91398,                0.94806,                0.75136,               0.020066,               0.019036,               0.024204,             0.00071571,              0.0077032,              0.0077032,              0.0077032
                    118,               0.023359,               0.022293,               0.030314,              0.0014327,                0.93109,                0.92831,                0.96045,                0.79383,                0.92414,                0.92108,                0.94926,                0.75565,               0.019954,               0.019165,               0.023995,              0.0006896,              0.0076834,              0.0076834,              0.0076834
                    119,               0.023217,               0.021692,               0.030002,               0.001274,                0.93088,                0.92581,                 0.9562,                0.79464,                0.92204,                0.91698,                0.94561,                0.75576,               0.019836,               0.019457,               0.024583,             0.00085933,              0.0076636,              0.0076636,              0.0076636
                    120,               0.023081,               0.022165,               0.030177,              0.0012791,                 0.9352,                0.92676,                0.96157,                0.79816,                0.92841,                0.91801,                0.95094,                0.75028,               0.019666,               0.019401,               0.023716,             0.00063871,              0.0076438,              0.0076438,              0.0076438
                    121,               0.023035,               0.021677,               0.029815,              0.0012333,                0.92627,                0.93022,                 0.9594,                0.79308,                0.91738,                0.91774,                0.94618,                0.74999,               0.019669,               0.018956,                0.02406,             0.00062041,               0.007624,               0.007624,               0.007624
                    122,               0.023184,               0.021596,               0.029982,              0.0012281,                0.93342,                0.92134,                0.96119,                0.79683,                0.91623,                0.92004,                0.94975,                0.75637,               0.019798,               0.019273,               0.023753,             0.00069879,              0.0076042,              0.0076042,              0.0076042
                    123,               0.023124,               0.022328,               0.030569,              0.0013051,                0.93393,                0.92472,                 0.9613,                0.80135,                0.92583,                0.91621,                0.94873,                0.75375,               0.019672,               0.019104,               0.024169,             0.00069006,              0.0075844,              0.0075844,              0.0075844
                    124,               0.023084,               0.022032,               0.030163,              0.0013471,                 0.9397,                0.92027,                0.95735,                0.79404,                 0.9324,                0.91332,                0.94768,                0.75486,               0.019883,               0.019848,               0.023903,             0.00080414,              0.0075646,              0.0075646,              0.0075646
                    125,               0.023202,               0.021702,                0.03033,              0.0013543,                0.92584,                0.93181,                0.96007,                0.79298,                0.91972,                0.92504,                0.94947,                0.75587,               0.019752,               0.019252,                0.02361,             0.00069927,              0.0075448,              0.0075448,              0.0075448
                    126,               0.023208,               0.021962,               0.030239,              0.0012585,                0.93373,                0.92361,                0.96025,                0.79742,                0.92581,                0.91556,                0.94957,                0.75771,               0.019533,                0.01895,               0.023803,              0.0006811,               0.007525,               0.007525,               0.007525
                    127,               0.022776,               0.021746,               0.029788,              0.0011744,                0.93065,                0.93021,                0.96018,                0.79826,                0.92202,                0.92108,                0.94768,                 0.7572,               0.019313,               0.019021,               0.024301,             0.00088512,              0.0075052,              0.0075052,              0.0075052
                    128,               0.022926,               0.021856,                0.02976,              0.0012364,                0.92189,                0.93783,                0.95768,                0.79158,                0.91383,                0.92884,                0.94641,                0.75315,               0.019472,               0.018972,               0.024482,             0.00076568,              0.0074854,              0.0074854,              0.0074854
                    129,               0.022825,               0.022012,               0.029958,              0.0012555,                0.93579,                0.92652,                0.95893,                0.79697,                0.92699,                 0.9174,                0.94829,                0.75542,               0.019642,               0.018996,               0.024521,             0.00088122,              0.0074656,              0.0074656,              0.0074656
                    130,               0.022683,               0.021681,               0.029426,              0.0012414,                0.93024,                0.92522,                 0.9583,                0.79448,                0.92571,                0.91464,                0.94846,                0.75891,               0.019351,                0.01883,               0.023986,             0.00081947,              0.0074458,              0.0074458,              0.0074458
                    131,               0.022668,               0.021286,               0.029476,              0.0012454,                  0.928,                  0.933,                0.95885,                 0.8009,                0.92033,                0.92521,                0.94942,                0.75804,               0.019282,               0.018716,               0.023947,             0.00079365,               0.007426,               0.007426,               0.007426
                    132,               0.022543,               0.021505,               0.029233,              0.0013456,                0.93184,                0.92496,                0.96089,                0.79958,                0.92525,                0.91643,                0.94992,                 0.7576,                0.01945,               0.019506,               0.023854,             0.00098631,              0.0074062,              0.0074062,              0.0074062
                    133,                0.02278,               0.021236,               0.029315,              0.0012882,                0.93195,                0.92814,                0.96087,                0.79717,                0.92177,                 0.9182,                0.94826,                0.75573,               0.019335,               0.019353,               0.023904,             0.00071013,              0.0073864,              0.0073864,              0.0073864
                    134,                0.02254,               0.021165,               0.029617,              0.0012407,                0.93703,                0.91901,                0.96084,                0.80151,                0.93004,                0.91008,                 0.9505,                0.76139,               0.019343,                0.01928,               0.023882,             0.00071463,              0.0073666,              0.0073666,              0.0073666
                    135,               0.022769,               0.021145,               0.029386,              0.0012252,                0.94537,                0.92275,                0.96026,                0.79985,                0.93816,                0.91534,                0.95003,                0.75911,               0.019302,               0.018973,               0.023638,             0.00072538,              0.0073468,              0.0073468,              0.0073468
                    136,                 0.0227,               0.021364,               0.029254,              0.0013098,                0.93364,                0.93142,                0.96188,                0.80174,                0.92658,                0.91863,                0.94847,                0.76214,               0.019398,               0.019156,               0.023953,              0.0014359,               0.007327,               0.007327,               0.007327
                    137,               0.022721,               0.021572,               0.029698,              0.0011545,                0.92951,                0.93263,                0.95929,                0.80061,                0.92038,                0.92358,                0.94979,                0.76102,                0.01941,               0.018771,               0.023272,             0.00064077,              0.0073072,              0.0073072,              0.0073072
                    138,                0.02269,                0.02165,               0.029287,              0.0013414,                 0.9297,                0.93084,                0.95913,                0.80064,                0.92115,                0.92029,                0.94533,                0.75881,               0.019243,               0.018885,               0.023561,             0.00061779,              0.0072874,              0.0072874,              0.0072874
                    139,               0.022926,               0.021689,               0.029791,              0.0013006,                0.93722,                0.93004,                0.96082,                0.80311,                0.92814,                  0.921,                0.94841,                0.76118,                 0.0192,                0.01902,               0.024413,             0.00080468,              0.0072676,              0.0072676,              0.0072676
                    140,               0.022583,               0.021499,               0.028949,              0.0013083,                0.92251,                0.93144,                0.95828,                0.79691,                0.91446,                0.92036,                0.94554,                0.75732,               0.019366,               0.019274,               0.024393,             0.00097669,              0.0072478,              0.0072478,              0.0072478
                    141,                0.02239,               0.021495,               0.029181,              0.0012025,                0.92939,                0.92921,                0.96032,                0.80295,                0.92094,                0.92308,                0.95097,                0.76375,               0.019043,               0.018609,               0.023612,             0.00058553,               0.007228,               0.007228,               0.007228
                    142,               0.022411,               0.021463,                0.02914,              0.0012913,                0.92864,                0.93204,                0.96277,                0.79686,                0.92166,                0.92474,                0.95315,                0.76153,               0.019322,               0.018983,               0.024258,             0.00090547,              0.0072082,              0.0072082,              0.0072082
                    143,               0.022419,               0.021559,                0.02922,              0.0013044,                0.93573,                 0.9289,                0.96365,                 0.8009,                0.92894,                0.91999,                 0.9531,                0.76247,               0.019111,               0.018958,               0.023678,             0.00092552,              0.0071884,              0.0071884,              0.0071884
                    144,               0.022471,               0.021629,               0.029245,              0.0011659,                0.93307,                0.92774,                0.96048,                0.79597,                0.92547,                0.92018,                0.95152,                0.75853,                0.01909,               0.019436,               0.023078,             0.00066194,              0.0071686,              0.0071686,              0.0071686
                    145,               0.022536,               0.021163,               0.029585,              0.0011964,                0.94292,                0.92071,                0.96333,                0.80248,                0.93422,                0.91181,                0.95341,                0.76248,               0.019096,               0.018902,               0.023268,             0.00062579,              0.0071488,              0.0071488,              0.0071488
                    146,               0.022486,               0.021456,               0.028788,              0.0011932,                0.93158,                0.92987,                0.95989,                0.80112,                0.92371,                0.92298,                0.95172,                0.76153,                0.01905,               0.019052,               0.023477,             0.00064256,               0.007129,               0.007129,               0.007129
                    147,               0.022303,               0.021286,                0.02893,              0.0013132,                0.92645,                0.93482,                0.96179,                0.79761,                0.92348,                0.92015,                0.95147,                0.76726,               0.018972,                0.01908,               0.023324,             0.00069193,              0.0071092,              0.0071092,              0.0071092
                    148,               0.022737,               0.022144,               0.029216,              0.0011531,                0.93921,                0.92483,                0.96139,                 0.8051,                0.92899,                0.91614,                0.95013,                0.76665,               0.019125,               0.019402,               0.023971,              0.0011319,              0.0070894,              0.0070894,              0.0070894
                    149,               0.022447,                0.02142,               0.028855,              0.0011626,                0.93334,                0.93196,                0.95954,                0.80474,                0.92535,                 0.9242,                 0.9508,                0.76555,               0.018918,                0.01863,               0.023073,              0.0006306,              0.0070696,              0.0070696,              0.0070696
                    150,               0.022208,               0.021164,               0.029309,              0.0013154,                0.93646,                0.92742,                0.95943,                0.80532,                0.92926,                0.91944,                0.94894,                0.76377,               0.019036,               0.018895,               0.023207,             0.00068782,              0.0070498,              0.0070498,              0.0070498
                    151,               0.022285,               0.021218,                0.02882,              0.0012213,                0.94072,                0.92079,                0.96169,                0.80103,                0.92305,                0.92168,                0.95181,                0.76134,               0.019213,               0.018692,               0.023289,             0.00072921,                0.00703,                0.00703,                0.00703
                    152,               0.022159,                0.02148,               0.029362,              0.0012022,                0.93336,                0.92925,                0.96139,                0.80711,                  0.925,                0.91928,                0.95103,                0.76629,               0.019091,               0.018575,               0.023391,             0.00064529,              0.0070102,              0.0070102,              0.0070102
                    153,               0.022414,               0.021706,               0.029723,              0.0011447,                0.93769,                0.92271,                0.95949,                 0.8081,                0.93226,                0.91414,                0.95108,                0.76519,               0.018921,               0.018389,               0.023263,             0.00063025,              0.0069904,              0.0069904,              0.0069904
                    154,               0.022003,               0.021488,                 0.0293,              0.0012277,                0.93537,                0.92336,                  0.959,                0.79906,                0.92633,                0.91451,                0.95013,                0.76464,               0.019051,               0.018965,               0.023697,              0.0011337,              0.0069706,              0.0069706,              0.0069706
                    155,               0.022386,               0.020965,               0.029494,              0.0012035,                0.93386,                0.93344,                0.96085,                0.80555,                0.92613,                0.92567,                0.95182,                0.76423,               0.018902,               0.018583,               0.023108,             0.00069701,              0.0069508,              0.0069508,              0.0069508
                    156,               0.022197,               0.021728,               0.029277,              0.0011497,                 0.9418,                0.92561,                0.96089,                 0.8026,                0.93634,                0.91747,                0.95214,                0.76356,               0.018927,               0.019142,               0.023394,              0.0011391,               0.006931,               0.006931,               0.006931
                    157,               0.022499,               0.021159,               0.029257,              0.0012264,                0.93927,                 0.9297,                0.96055,                0.79924,                0.92686,                0.92453,                0.94746,                0.76373,                0.01892,               0.019078,               0.023327,             0.00085561,              0.0069112,              0.0069112,              0.0069112
                    158,               0.022236,               0.021192,               0.029318,              0.0011167,                0.94058,                0.92459,                0.96228,                0.80505,                0.93277,                  0.914,                0.95078,                0.76764,               0.019188,                0.01906,                0.02317,              0.0006038,              0.0068914,              0.0068914,              0.0068914
                    159,               0.022044,               0.021155,               0.029045,              0.0012137,                0.93635,                0.92723,                0.96201,                0.80194,                0.92725,                0.91685,                0.95235,                0.76649,                0.01903,               0.018758,               0.023499,             0.00064377,              0.0068716,              0.0068716,              0.0068716
                    160,                0.02221,               0.021145,               0.029039,              0.0011793,                0.93544,                0.93321,                0.96237,                0.80433,                0.92543,                0.92288,                0.95171,                0.76108,               0.018877,               0.018839,               0.023305,             0.00071942,              0.0068518,              0.0068518,              0.0068518
                    161,               0.021899,               0.021136,               0.029136,              0.0012537,                0.93772,                0.93238,                0.96411,                0.80498,                0.92831,                0.92271,                0.95161,                0.76666,               0.018808,               0.019221,               0.023177,             0.00069997,               0.006832,               0.006832,               0.006832
                    162,               0.022195,                0.02088,               0.027993,              0.0011278,                0.92906,                0.94007,                0.96297,                0.80481,                0.91989,                0.93107,                 0.9525,                0.76743,               0.018828,               0.018589,               0.023431,             0.00067049,              0.0068122,              0.0068122,              0.0068122
                    163,               0.022087,               0.020974,               0.028512,              0.0011384,                0.93348,                0.93128,                0.96264,                0.80865,                0.92621,                0.92496,                0.95436,                0.76766,               0.018701,               0.018657,                0.02323,             0.00065455,              0.0067924,              0.0067924,              0.0067924
                    164,               0.021803,               0.020992,               0.028327,              0.0011642,                0.93107,                0.93441,                0.96212,                0.80826,                0.92261,                0.92583,                0.95225,                 0.7691,               0.018571,               0.018759,                0.02296,             0.00062585,              0.0067726,              0.0067726,              0.0067726
                    165,               0.021813,               0.021111,               0.029006,              0.0011013,                0.93676,                0.92744,                0.96031,                0.80715,                 0.9288,                0.91971,                0.95089,                0.77057,               0.018802,               0.018911,               0.022999,             0.00065597,              0.0067528,              0.0067528,              0.0067528
                    166,               0.021915,               0.020851,                0.02829,              0.0012036,                0.93698,                 0.9334,                0.96078,                0.80836,                0.93068,                0.92558,                 0.9526,                0.77095,               0.018769,               0.018607,                0.02289,             0.00055017,               0.006733,               0.006733,               0.006733
                    167,               0.021823,               0.021048,               0.029122,              0.0011716,                0.93574,                0.92989,                0.96036,                0.80752,                0.92839,                0.92128,                0.94942,                0.76642,               0.018618,               0.018758,               0.023263,             0.00058873,              0.0067132,              0.0067132,              0.0067132
                    168,               0.021797,               0.020958,               0.029018,              0.0011229,                0.93673,                0.92996,                0.96052,                0.80904,                0.92663,                0.92314,                0.94978,                 0.7699,               0.018524,               0.019081,               0.022743,             0.00067117,              0.0066934,              0.0066934,              0.0066934
                    169,               0.021564,               0.021071,               0.028858,              0.0011961,                0.93656,                0.93113,                0.96049,                 0.8102,                0.93001,                0.92201,                0.95054,                0.76822,               0.018548,                0.01927,               0.022826,             0.00065425,              0.0066736,              0.0066736,              0.0066736
                    170,               0.021881,               0.021182,               0.028731,              0.0010205,                0.94208,                 0.9225,                0.96108,                0.80969,                0.93397,                0.91402,                 0.9502,                 0.7678,               0.018596,               0.019035,               0.022901,             0.00060813,              0.0066538,              0.0066538,              0.0066538
                    171,               0.021736,               0.020981,                0.02834,               0.001152,                0.92928,                0.93779,                0.95975,                0.80979,                0.92049,                0.92804,                0.95022,                0.77171,               0.018494,               0.018911,                0.02277,             0.00057496,               0.006634,               0.006634,               0.006634
                    172,               0.021727,               0.020692,               0.028371,              0.0012175,                 0.9329,                0.93031,                0.96148,                0.80662,                0.92303,                0.92516,                0.94964,                 0.7678,               0.018692,               0.019194,               0.023031,             0.00061905,              0.0066142,              0.0066142,              0.0066142
                    173,               0.021944,               0.021572,               0.028665,              0.0012054,                0.94139,                0.93037,                0.96272,                0.80502,                0.93298,                0.92433,                0.95176,                0.76653,               0.018572,               0.019206,               0.023543,             0.00072208,              0.0065944,              0.0065944,              0.0065944
                    174,                 0.0217,                0.02088,               0.028249,              0.0011585,                0.94107,                0.93376,                0.96313,                0.80744,                0.93296,                0.92617,                0.95131,                0.76781,                0.01865,               0.019146,               0.023348,             0.00065858,              0.0065746,              0.0065746,              0.0065746
                    175,               0.021877,               0.020982,                0.02849,              0.0011703,                0.93186,                0.94111,                0.96261,                0.80823,                0.92347,                0.93397,                0.95084,                0.77186,               0.018607,               0.018603,               0.023005,             0.00058948,              0.0065548,              0.0065548,              0.0065548
                    176,               0.021742,               0.020914,               0.027994,              0.0011127,                0.93637,                0.93448,                0.96095,                0.80738,                0.92972,                0.92703,                0.94976,                0.76521,               0.018595,               0.018693,               0.023223,              0.0005435,               0.006535,               0.006535,               0.006535
                    177,               0.021619,               0.020771,               0.028289,              0.0011182,                 0.9335,                0.93681,                0.96206,                0.81114,                0.92538,                0.92848,                0.95098,                0.76944,               0.018634,               0.018764,               0.023161,             0.00060457,              0.0065152,              0.0065152,              0.0065152
                    178,               0.021649,               0.020604,               0.028344,              0.0011096,                0.93312,                0.93683,                0.96025,                0.80541,                0.93143,                 0.9237,                0.94934,                0.76689,               0.018734,               0.018917,               0.023461,              0.0006033,              0.0064954,              0.0064954,              0.0064954
                    179,               0.021734,               0.020538,               0.028405,              0.0010941,                0.93447,                0.93716,                0.96198,                0.81055,                0.92674,                0.92541,                0.95041,                0.77118,                0.01857,               0.018794,               0.023403,             0.00065872,              0.0064756,              0.0064756,              0.0064756
                    180,               0.021687,               0.020565,               0.027943,              0.0010495,                0.93714,                0.93141,                0.96125,                0.81387,                0.93175,                0.92268,                0.94973,                0.77245,               0.018525,               0.018386,               0.023148,             0.00054514,              0.0064558,              0.0064558,              0.0064558
                    181,               0.021671,               0.020791,                0.02782,              0.0012475,                0.93627,                0.93268,                 0.9619,                0.81466,                0.93069,                 0.9253,                0.95144,                 0.7712,               0.018535,               0.018218,               0.023168,             0.00061787,               0.006436,               0.006436,               0.006436
                    182,                0.02133,               0.020552,               0.028222,              0.0010496,                0.93827,                0.93105,                0.96177,                0.81449,                0.93376,                0.92273,                0.95159,                0.77025,               0.018433,               0.018352,               0.023179,             0.00059056,              0.0064162,              0.0064162,              0.0064162
                    183,               0.021462,               0.020471,               0.027669,              0.0011395,                0.93399,                0.94051,                0.96301,                0.81636,                0.93051,                0.92706,                0.95136,                0.77333,                 0.0183,               0.018138,               0.022984,             0.00054876,              0.0063964,              0.0063964,              0.0063964
                    184,               0.021347,               0.020935,               0.028608,              0.0011111,                0.93058,                0.93832,                0.96099,                0.81217,                0.92376,                0.93107,                0.94951,                0.76983,               0.018303,               0.018368,               0.022944,             0.00058348,              0.0063766,              0.0063766,              0.0063766
                    185,               0.021675,               0.020671,               0.028325,              0.0010642,                0.93241,                0.93686,                0.96198,                0.81205,                0.92543,                0.92984,                0.95277,                0.77077,               0.018273,               0.018329,               0.022639,             0.00056315,              0.0063568,              0.0063568,              0.0063568
                    186,               0.021544,               0.020874,                0.02839,              0.0011862,                0.93724,                0.93414,                0.96088,                0.80882,                0.92972,                0.92683,                0.95094,                0.76908,               0.018313,               0.018312,               0.022499,              0.0005741,               0.006337,               0.006337,               0.006337
                    187,               0.021276,               0.020506,               0.028212,              0.0011011,                 0.9353,                0.93743,                0.96236,                0.81354,                 0.9294,                0.92833,                0.95196,                 0.7729,               0.018222,               0.018319,               0.022481,             0.00055363,              0.0063172,              0.0063172,              0.0063172
                    188,               0.021359,                0.02027,               0.027838,              0.0011481,                0.92709,                0.94343,                0.96319,                0.81543,                 0.9215,                0.93154,                0.95145,                0.77432,               0.018315,               0.018465,                0.02253,             0.00052855,              0.0062974,              0.0062974,              0.0062974
                    189,               0.021501,               0.020388,                0.02782,              0.0010978,                0.94056,                 0.9311,                0.96181,                0.81105,                0.93465,                 0.9252,                0.95309,                0.77393,               0.018394,               0.018661,               0.022684,              0.0005374,              0.0062776,              0.0062776,              0.0062776
                    190,                0.02132,               0.020578,               0.027618,               0.001101,                0.93263,                0.94237,                0.96253,                0.81246,                0.92624,                0.93697,                0.95345,                0.77374,               0.018336,               0.018571,               0.022523,             0.00057258,              0.0062578,              0.0062578,              0.0062578
                    191,               0.021406,               0.020599,               0.027747,              0.0010997,                 0.9273,                 0.9459,                0.96291,                0.81452,                0.92162,                0.93616,                0.95459,                 0.7729,                0.01834,               0.018396,               0.023075,             0.00056393,               0.006238,               0.006238,               0.006238
                    192,               0.021172,               0.020367,               0.028122,              0.0010476,                0.93876,                0.93054,                0.96206,                0.81585,                0.93206,                 0.9245,                0.95318,                0.77377,               0.018189,               0.018409,               0.023144,              0.0005488,              0.0062182,              0.0062182,              0.0062182
                    193,               0.021394,               0.020755,                0.02847,               0.001079,                0.93874,                0.92965,                0.96224,                0.81365,                0.93102,                0.92321,                0.95178,                0.77323,                0.01829,               0.018656,               0.023053,             0.00049458,              0.0061984,              0.0061984,              0.0061984
                    194,               0.021377,               0.020223,               0.027928,              0.0010753,                0.93185,                0.93871,                0.96171,                0.81427,                0.92374,                0.92951,                0.95191,                0.77564,                0.01812,                0.01858,               0.022905,             0.00052983,              0.0061786,              0.0061786,              0.0061786
                    195,               0.021087,               0.020225,               0.027594,                0.00105,                0.93851,                 0.9322,                0.96123,                0.81393,                0.92852,                0.92656,                 0.9511,                0.77498,               0.018147,               0.018472,               0.022868,             0.00054496,              0.0061588,              0.0061588,              0.0061588
                    196,               0.021095,               0.020362,                0.02819,              0.0011773,                0.93788,                0.93574,                0.96159,                0.81514,                0.92983,                0.92768,                0.95108,                0.77428,               0.018139,               0.018521,               0.022879,             0.00055173,               0.006139,               0.006139,               0.006139
                    197,               0.021328,               0.020496,               0.027996,              0.0011998,                 0.9313,                0.93702,                0.96113,                0.81079,                0.92311,                0.92873,                0.95083,                0.77514,               0.018118,               0.018724,               0.023093,             0.00053413,              0.0061192,              0.0061192,              0.0061192
                    198,               0.021315,               0.020099,               0.027297,               0.001083,                0.94237,                0.92432,                0.96127,                  0.812,                0.93468,                0.91889,                0.95268,                0.77423,               0.018107,               0.018688,               0.023374,               0.000568,              0.0060994,              0.0060994,              0.0060994
                    199,               0.021181,               0.020667,                0.02768,              0.0010395,                0.93561,                0.93846,                0.96124,                0.80969,                0.92803,                0.93152,                0.95133,                0.77145,               0.018234,               0.018672,               0.023778,             0.00052968,              0.0060796,              0.0060796,              0.0060796
                    200,               0.021326,               0.020296,               0.028021,                0.00105,                0.94032,                 0.9313,                0.96165,                0.80984,                0.93339,                0.92513,                0.95163,                0.77224,               0.018212,               0.018699,               0.024102,             0.00057646,              0.0060598,              0.0060598,              0.0060598
                    201,                0.02132,                 0.0206,               0.028087,              0.0010687,                0.93437,                0.93651,                  0.961,                0.81347,                0.92914,                0.92965,                0.95297,                0.77933,               0.018106,               0.018433,               0.023561,             0.00056264,                0.00604,                0.00604,                0.00604
                    202,               0.021252,               0.020574,               0.027651,              0.0011069,                0.94077,                0.93189,                0.96054,                0.81383,                0.92795,                 0.9299,                0.95322,                0.77813,               0.018067,               0.018465,               0.023838,             0.00062374,              0.0060202,              0.0060202,              0.0060202
                    203,               0.021083,               0.020449,               0.027756,              0.0010765,                0.94323,                0.92935,                0.96143,                0.81485,                 0.9332,                0.92423,                0.95435,                0.77901,               0.018034,               0.018595,               0.023061,             0.00057725,              0.0060004,              0.0060004,              0.0060004
                    204,               0.020907,                0.01989,               0.027825,             0.00099601,                0.94443,                0.92742,                0.96251,                0.81517,                0.93808,                0.92115,                0.95483,                0.77757,               0.018133,               0.018558,               0.023309,             0.00057832,              0.0059806,              0.0059806,              0.0059806
                    205,               0.021228,               0.020074,               0.027534,              0.0010198,                0.93526,                0.93609,                0.96195,                 0.8147,                0.93343,                 0.9267,                0.95431,                0.77673,               0.018134,                0.01847,               0.024149,             0.00066753,              0.0059608,              0.0059608,              0.0059608
                    206,                0.02108,               0.020714,               0.028156,               0.001134,                0.94185,                0.92498,                0.96017,                  0.814,                0.92557,                0.92835,                0.95166,                0.77647,               0.018087,               0.018426,               0.023897,             0.00064774,               0.005941,               0.005941,               0.005941
                    207,               0.020958,               0.020118,               0.027215,              0.0010446,                0.93402,                0.93556,                0.95862,                 0.8126,                0.92722,                0.92764,                0.95002,                0.77513,               0.018048,               0.018218,               0.024033,             0.00058243,              0.0059212,              0.0059212,              0.0059212
