                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    267,               0.019694,               0.019239,               0.026361,             0.00085237,                0.94341,                0.93151,                0.96041,                0.82077,                0.93383,                0.92457,                 0.9511,                0.78321,               0.017626,                0.01838,               0.023977,             0.00052019,              0.0047332,              0.0047332,              0.0047332
                    268,               0.019987,               0.019519,               0.026154,             0.00095952,                0.94272,                0.93109,                0.96092,                 0.8208,                0.92904,                0.93111,                0.95188,                0.78302,               0.017601,                0.01833,               0.023966,             0.00052166,              0.0047134,              0.0047134,              0.0047134
                    269,               0.019818,               0.019826,               0.026529,             0.00099616,                0.94203,                0.93253,                0.96059,                0.82117,                0.93211,                0.92831,                0.95179,                 0.7828,               0.017581,               0.018296,               0.023759,             0.00051325,              0.0046936,              0.0046936,              0.0046936
                    270,               0.019818,               0.019349,               0.026035,             0.00096767,                0.93926,                0.93606,                 0.9616,                 0.8217,                0.92935,                 0.9318,                0.95192,                0.78219,               0.017582,               0.018396,               0.023795,             0.00052204,              0.0046738,              0.0046738,              0.0046738
                    271,               0.019992,               0.019382,               0.026623,              0.0009085,                0.94342,                0.93022,                0.96174,                0.82179,                0.92881,                0.93129,                0.95213,                 0.7828,                0.01757,               0.018397,               0.023572,             0.00051035,               0.004654,               0.004654,               0.004654
                    272,               0.019945,               0.019203,               0.026004,             0.00084243,                0.94139,                0.93365,                0.96217,                0.82178,                0.93235,                 0.9284,                0.95143,                0.78353,               0.017578,               0.018426,               0.023559,             0.00049716,              0.0046342,              0.0046342,              0.0046342
                    273,               0.020044,               0.019999,               0.026268,              0.0010053,                0.94182,                0.93484,                0.96243,                0.82231,                0.93479,                0.92818,                0.95129,                0.78367,                0.01753,                0.01839,               0.023581,             0.00049811,              0.0046144,              0.0046144,              0.0046144
                    274,               0.019929,               0.019334,               0.025828,             0.00090064,                0.94507,                0.93225,                0.96246,                 0.8216,                0.93727,                0.92711,                0.95199,                0.78384,                0.01755,               0.018335,               0.023644,             0.00049918,              0.0045946,              0.0045946,              0.0045946
                    275,               0.019864,                0.01973,               0.026026,             0.00089429,                0.94403,                0.93325,                0.96224,                  0.822,                0.93604,                 0.9283,                0.95208,                 0.7841,               0.017549,               0.018221,               0.023636,             0.00049499,              0.0045748,              0.0045748,              0.0045748
                    276,               0.019665,               0.019627,               0.026201,             0.00089801,                0.94288,                0.93567,                0.96237,                0.82266,                0.93513,                0.92982,                0.95176,                 0.7843,                0.01751,               0.018183,               0.023772,              0.0004978,               0.004555,               0.004555,               0.004555
                    277,                0.01968,               0.019366,               0.026184,              0.0009088,                0.94631,                0.93217,                 0.9625,                0.82299,                0.93676,                0.92579,                0.95194,                 0.7833,               0.017487,               0.018159,               0.023594,             0.00050433,              0.0045352,              0.0045352,              0.0045352
                    278,               0.019764,               0.019651,               0.025729,              0.0010186,                0.94426,                 0.9346,                0.96244,                0.82359,                0.93588,                0.92725,                0.95172,                0.78327,                 0.0175,               0.018075,               0.023513,             0.00051598,              0.0045154,              0.0045154,              0.0045154
                    279,               0.019753,               0.019496,               0.025983,              0.0008484,                0.94217,                0.93559,                0.96256,                0.82318,                0.93417,                 0.9285,                 0.9519,                0.78411,               0.017494,               0.017974,               0.023427,             0.00051692,              0.0044956,              0.0044956,              0.0044956
                    280,                0.01996,               0.019291,               0.025932,             0.00093071,                0.94273,                0.93614,                0.96276,                0.82415,                0.93335,                0.92987,                0.95284,                0.78476,               0.017474,               0.017879,                0.02334,             0.00051362,              0.0044758,              0.0044758,              0.0044758
                    281,               0.019762,                0.01933,               0.025487,             0.00093212,                0.94205,                0.93575,                0.96258,                0.82389,                0.93497,                0.92909,                0.95327,                0.78315,               0.017487,               0.017881,               0.023434,             0.00052069,               0.004456,               0.004456,               0.004456
                    282,               0.019788,               0.019029,               0.025729,             0.00087961,                0.94372,                0.93551,                0.96238,                0.82304,                 0.9366,                0.92847,                0.95289,                0.78284,               0.017485,               0.017923,               0.023389,             0.00052452,              0.0044362,              0.0044362,              0.0044362
                    283,               0.019746,                0.01954,               0.026084,              0.0010011,                0.94268,                0.93715,                0.96231,                0.82344,                 0.9389,                0.92826,                0.95267,                0.78225,               0.017493,                0.01795,               0.023375,             0.00052927,              0.0044164,              0.0044164,              0.0044164
                    284,               0.019738,               0.019524,               0.026171,             0.00088365,                 0.9459,                0.93451,                0.96237,                0.82402,                0.93875,                0.92747,                0.95226,                0.78254,               0.017512,               0.017945,               0.023322,             0.00053114,              0.0043966,              0.0043966,              0.0043966
                    285,               0.019862,               0.019158,                0.02587,             0.00096532,                0.94549,                0.93485,                0.96225,                0.82477,                0.93812,                0.92715,                 0.9523,                0.78211,               0.017514,               0.018015,               0.023381,             0.00053403,              0.0043768,              0.0043768,              0.0043768
                    286,               0.019808,               0.019379,               0.026115,             0.00094768,                 0.9447,                0.93422,                0.96236,                0.82381,                0.93785,                0.92672,                0.95362,                0.78206,               0.017492,                0.01809,               0.023393,             0.00053155,               0.004357,               0.004357,               0.004357
                    287,               0.019777,               0.018735,                0.02547,             0.00090611,                  0.945,                0.93495,                0.96257,                0.82411,                 0.9396,                0.92581,                0.95324,                0.78305,               0.017479,               0.018081,               0.023304,             0.00052996,              0.0043372,              0.0043372,              0.0043372
                    288,               0.019552,               0.018787,               0.025326,             0.00098753,                0.94612,                0.93543,                0.96303,                0.82479,                0.93965,                0.92919,                0.95412,                0.78372,               0.017456,               0.018063,               0.023164,             0.00052732,              0.0043174,              0.0043174,              0.0043174
                    289,                0.01972,               0.019139,               0.025648,             0.00091642,                 0.9438,                 0.9363,                0.96298,                0.82491,                0.93593,                0.92876,                 0.9532,                0.78502,               0.017451,               0.018061,               0.023129,             0.00052454,              0.0042976,              0.0042976,              0.0042976
                    290,               0.019449,               0.019028,               0.025884,             0.00081546,                0.94408,                 0.9359,                0.96312,                0.82467,                0.93634,                0.92834,                0.95347,                0.78538,               0.017477,               0.018082,               0.023118,             0.00052129,              0.0042778,              0.0042778,              0.0042778
                    291,               0.019563,                0.01937,                0.02596,             0.00092617,                0.94517,                0.93655,                0.96345,                0.82462,                0.93826,                0.92988,                0.95365,                 0.7852,               0.017487,               0.018077,               0.023084,              0.0005288,               0.004258,               0.004258,               0.004258
                    292,               0.019433,                0.01896,               0.025754,             0.00084522,                0.94539,                0.93679,                0.96356,                0.82573,                0.93964,                0.92819,                0.95399,                0.78534,               0.017471,               0.018061,               0.023059,             0.00053058,              0.0042382,              0.0042382,              0.0042382
                    293,                0.01972,               0.019317,               0.025496,             0.00092656,                0.94182,                 0.9396,                0.96341,                0.82498,                0.93629,                0.93013,                0.95363,                0.78502,               0.017447,               0.018108,               0.022992,              0.0005282,              0.0042184,              0.0042184,              0.0042184
                    294,               0.019668,               0.018855,               0.025937,             0.00085161,                0.94276,                0.94039,                0.96319,                0.82457,                0.93513,                0.93074,                0.95264,                0.78484,               0.017406,               0.018112,               0.022965,             0.00052379,              0.0041986,              0.0041986,              0.0041986
                    295,               0.019345,               0.019064,               0.025606,             0.00089494,                0.94344,                0.93884,                0.96295,                0.82434,                0.93567,                0.92957,                0.95299,                0.78532,               0.017381,               0.018125,               0.023022,              0.0005157,              0.0041788,              0.0041788,              0.0041788
                    296,               0.019557,               0.019198,                0.02571,             0.00090724,                0.94146,                 0.9386,                0.96264,                0.82515,                0.93495,                0.92895,                0.95286,                0.78572,               0.017362,               0.018108,               0.023013,             0.00050718,               0.004159,               0.004159,               0.004159
                    297,               0.019378,               0.019044,               0.025212,             0.00084641,                0.94094,                0.93809,                0.96249,                0.82543,                0.93404,                0.92803,                 0.9527,                0.78656,               0.017377,               0.018104,               0.022991,             0.00050062,              0.0041392,              0.0041392,              0.0041392
                    298,               0.019554,               0.019131,               0.025486,             0.00097904,                 0.9415,                0.94084,                 0.9626,                0.82586,                0.93318,                0.92971,                0.95271,                0.78705,               0.017373,               0.018046,               0.022939,             0.00049481,              0.0041194,              0.0041194,              0.0041194
                    299,               0.019363,               0.019269,               0.025123,              0.0009071,                0.93887,                0.94343,                0.96248,                0.82659,                0.93327,                0.93038,                0.95311,                0.78776,               0.017357,               0.018043,                0.02295,             0.00049205,              0.0040996,              0.0040996,              0.0040996
                    300,               0.019274,                0.01893,               0.025848,             0.00085746,                0.93794,                0.94305,                0.96264,                0.82613,                0.93562,                0.92873,                0.95288,                0.78706,                0.01733,               0.018057,               0.022973,             0.00048735,              0.0040798,              0.0040798,              0.0040798
                    301,               0.019538,               0.019012,               0.025751,             0.00088344,                0.93974,                0.94247,                0.96251,                0.82667,                0.93565,                0.92827,                0.95298,                 0.7867,               0.017323,               0.018039,               0.023029,             0.00048271,                0.00406,                0.00406,                0.00406
                    302,               0.019358,               0.018769,               0.025401,             0.00087363,                 0.9387,                0.94303,                0.96252,                0.82745,                0.93461,                0.93058,                0.95363,                 0.7866,               0.017291,               0.017994,                0.02297,             0.00047804,              0.0040402,              0.0040402,              0.0040402
                    303,               0.019372,               0.019399,               0.025444,             0.00084537,                 0.9392,                0.94145,                0.96259,                0.82738,                0.93523,                0.92873,                0.95361,                0.78655,               0.017276,               0.017985,               0.022957,             0.00047302,              0.0040204,              0.0040204,              0.0040204
                    304,               0.019177,               0.018814,               0.025754,             0.00087234,                0.93826,                0.94205,                0.96258,                0.82725,                0.93092,                0.93414,                0.95329,                0.78633,                0.01727,               0.017979,               0.022975,             0.00047232,              0.0040006,              0.0040006,              0.0040006
                    305,               0.019444,               0.019007,               0.025519,             0.00089292,                0.93865,                 0.9395,                0.96256,                0.82664,                0.93235,                0.92861,                0.95341,                0.78713,               0.017263,               0.017981,               0.023083,             0.00047106,              0.0039808,              0.0039808,              0.0039808
                    306,               0.019497,               0.019526,               0.026335,             0.00090443,                 0.9367,                0.94167,                0.96249,                0.82712,                0.93365,                0.92722,                0.95366,                0.78703,               0.017262,               0.017995,               0.023128,             0.00047025,               0.003961,               0.003961,               0.003961
                    307,               0.019527,               0.018972,                0.02551,             0.00092927,                0.93598,                0.94217,                0.96259,                0.82686,                 0.9315,                0.92916,                0.95377,                0.78676,               0.017253,               0.017988,               0.023128,             0.00046415,              0.0039412,              0.0039412,              0.0039412
                    308,               0.019263,               0.018859,               0.025586,             0.00089346,                0.93667,                0.94079,                0.96263,                0.82678,                0.93676,                0.92506,                0.95354,                0.78675,               0.017249,                0.01796,               0.023164,               0.000464,              0.0039214,              0.0039214,              0.0039214
                    309,               0.019218,                0.01901,               0.025344,             0.00086815,                0.93788,                0.93902,                  0.963,                0.82776,                0.93678,                0.92591,                0.95368,                0.78765,               0.017238,               0.017971,               0.023183,             0.00046292,              0.0039016,              0.0039016,              0.0039016
                    310,               0.019453,                0.01923,                0.02541,             0.00088605,                0.94399,                0.93257,                0.96308,                0.82728,                0.93614,                0.92557,                0.95384,                 0.7868,               0.017246,               0.017985,               0.023237,             0.00046313,              0.0038818,              0.0038818,              0.0038818
                    311,               0.019165,               0.018792,               0.025073,             0.00085645,                0.93745,                0.94145,                0.96317,                0.82772,                0.93594,                0.92678,                0.95448,                0.78735,               0.017232,                0.01801,               0.023307,             0.00046098,               0.003862,               0.003862,               0.003862
                    312,               0.019275,               0.018448,               0.025038,             0.00087376,                0.93758,                0.94072,                0.96302,                0.82712,                0.93592,                0.92698,                0.95408,                0.78759,               0.017236,               0.018007,               0.023331,             0.00045855,              0.0038422,              0.0038422,              0.0038422
                    313,               0.019525,               0.019073,               0.025703,             0.00084696,                0.93756,                0.94066,                0.96292,                0.82686,                0.93656,                0.92637,                 0.9539,                0.78721,               0.017242,               0.018003,               0.023349,              0.0004589,              0.0038224,              0.0038224,              0.0038224
                    314,               0.019187,               0.019017,               0.025307,             0.00087536,                0.93738,                0.94045,                0.96253,                0.82655,                0.93696,                0.92634,                0.95458,                0.78724,               0.017233,                0.01803,                0.02343,             0.00045727,              0.0038026,              0.0038026,              0.0038026
                    315,               0.019263,               0.019009,               0.025013,              0.0008213,                0.94076,                0.93583,                0.96262,                0.82578,                0.93702,                0.92717,                0.95429,                0.78762,               0.017221,               0.018029,                0.02339,             0.00045608,              0.0037828,              0.0037828,              0.0037828
                    316,               0.019445,               0.019066,               0.025415,              0.0010169,                0.94032,                 0.9363,                 0.9623,                0.82544,                0.93567,                0.92889,                0.95427,                0.78724,               0.017212,               0.018017,               0.023452,             0.00045681,               0.003763,               0.003763,               0.003763
                    317,               0.019191,               0.018991,               0.025296,             0.00081916,                0.94109,                0.93619,                0.96201,                0.82591,                0.93504,                0.93004,                0.95419,                0.78779,               0.017217,               0.018018,               0.023551,              0.0004611,              0.0037432,              0.0037432,              0.0037432
                    318,               0.019177,               0.018978,               0.025369,              0.0008329,                0.93871,                0.93891,                0.96205,                0.82645,                0.93493,                0.93028,                0.95415,                0.78765,               0.017219,               0.018024,               0.023622,             0.00046437,              0.0037234,              0.0037234,              0.0037234
                    319,               0.019009,               0.018748,               0.025223,             0.00085299,                0.94047,                0.93793,                0.96218,                0.82696,                0.93611,                0.92996,                0.95482,                0.78755,                0.01722,               0.018022,               0.023632,             0.00046143,              0.0037036,              0.0037036,              0.0037036
                    320,                0.01927,               0.019007,               0.025028,             0.00075338,                0.93917,                0.93875,                0.96226,                0.82837,                0.93341,                0.93289,                0.95488,                0.78764,               0.017221,               0.018048,                0.02362,             0.00046236,              0.0036838,              0.0036838,              0.0036838
                    321,               0.019034,                0.01906,               0.025682,             0.00092758,                0.93854,                0.93961,                0.96237,                0.82794,                0.93237,                0.93349,                0.95496,                0.78814,               0.017221,               0.018038,               0.023566,             0.00045802,               0.003664,               0.003664,               0.003664
                    322,               0.019149,               0.018863,               0.024852,             0.00077772,                0.93917,                0.93929,                0.96219,                0.82885,                0.93292,                0.93309,                0.95448,                0.78787,               0.017221,               0.018046,               0.023568,             0.00045452,              0.0036442,              0.0036442,              0.0036442
                    323,               0.019153,               0.018877,               0.025077,              0.0008643,                0.93954,                0.93776,                0.96221,                0.82852,                0.93235,                0.93446,                 0.9544,                 0.7883,               0.017226,               0.018058,               0.023547,             0.00045373,              0.0036244,              0.0036244,              0.0036244
                    324,               0.019396,               0.019244,               0.025753,             0.00097671,                0.93767,                0.94237,                0.96215,                0.82796,                0.93108,                0.93595,                0.95469,                0.78764,               0.017242,               0.018093,               0.023564,             0.00045614,              0.0036046,              0.0036046,              0.0036046
                    325,               0.018774,               0.018705,               0.024755,             0.00079976,                0.93817,                0.94137,                0.96222,                0.82854,                 0.9317,                0.93501,                0.95467,                0.78916,               0.017249,               0.018132,               0.023616,              0.0004565,              0.0035848,              0.0035848,              0.0035848
                    326,               0.019082,               0.018824,               0.025242,             0.00081102,                0.93725,                0.94148,                0.96228,                0.82884,                0.92878,                0.93546,                 0.9544,                0.78865,               0.017249,               0.018133,               0.023696,             0.00045825,               0.003565,               0.003565,               0.003565
                    327,               0.019062,               0.018786,               0.025466,             0.00090023,                0.93703,                0.94173,                0.96234,                0.82871,                0.93011,                0.93547,                0.95495,                0.78858,               0.017247,               0.018167,               0.023711,             0.00046297,              0.0035452,              0.0035452,              0.0035452
                    328,               0.018945,               0.019033,               0.024922,             0.00088919,                0.93864,                0.93945,                0.96239,                 0.8285,                0.93035,                0.93533,                0.95495,                0.78782,               0.017242,               0.018209,               0.023716,             0.00046524,              0.0035254,              0.0035254,              0.0035254
                    329,               0.019195,               0.018924,               0.025584,             0.00090935,                 0.9388,                0.94005,                0.96229,                0.82818,                0.93207,                0.93396,                0.95485,                0.78765,               0.017233,               0.018212,               0.023754,             0.00046691,              0.0035056,              0.0035056,              0.0035056
                    330,               0.019151,               0.018887,               0.025334,             0.00079716,                0.93954,                0.93959,                0.96237,                0.82831,                 0.9331,                0.93429,                0.95495,                 0.7882,               0.017234,               0.018205,               0.023781,             0.00046693,              0.0034858,              0.0034858,              0.0034858
                    331,               0.018898,               0.018756,               0.025217,             0.00079708,                 0.9405,                  0.939,                0.96232,                0.82802,                0.93356,                0.93419,                 0.9551,                0.78823,               0.017229,               0.018243,               0.023829,             0.00046909,               0.003466,               0.003466,               0.003466
                    332,               0.018932,                0.01855,               0.025195,             0.00081598,                0.93861,                0.94119,                0.96232,                0.82851,                0.93164,                0.93475,                0.95472,                  0.788,                0.01723,               0.018274,               0.023838,             0.00046803,              0.0034462,              0.0034462,              0.0034462
                    333,               0.019213,                0.01905,               0.025066,             0.00097593,                 0.9382,                0.94174,                 0.9625,                0.82814,                0.93149,                0.93617,                0.95497,                0.78846,               0.017237,               0.018297,               0.023858,             0.00046486,              0.0034264,              0.0034264,              0.0034264
                    334,               0.018879,               0.018769,               0.025108,             0.00086704,                0.93863,                0.94131,                0.96256,                0.82857,                0.93117,                0.93623,                0.95506,                0.78871,               0.017235,               0.018284,               0.023819,               0.000462,              0.0034066,              0.0034066,              0.0034066
                    335,                0.01884,               0.018803,               0.025011,               0.000763,                0.93866,                0.94066,                0.96244,                0.82804,                 0.9314,                0.93449,                0.95479,                0.78857,               0.017233,               0.018278,               0.023836,             0.00046192,              0.0033868,              0.0033868,              0.0033868
                    336,               0.018403,               0.018265,               0.024323,             0.00082673,                0.93802,                0.94114,                0.96219,                0.82809,                0.93123,                0.93444,                0.95458,                 0.7884,               0.017233,               0.018282,               0.023877,             0.00046143,               0.003367,               0.003367,               0.003367
                    337,               0.018651,               0.018713,               0.024821,              0.0007135,                 0.9382,                0.94053,                0.96221,                0.82793,                0.93145,                0.93385,                 0.9545,                0.78786,               0.017237,               0.018302,               0.023902,             0.00046042,              0.0033472,              0.0033472,              0.0033472
                    338,               0.018721,               0.018587,               0.024707,             0.00080208,                0.93837,                0.94019,                0.96237,                0.82766,                0.93206,                0.93328,                0.95467,                0.78826,               0.017239,               0.018323,               0.023882,             0.00046007,              0.0033274,              0.0033274,              0.0033274
                    339,               0.019028,               0.018558,               0.024817,             0.00086848,                0.93873,                0.94004,                0.96241,                0.82745,                0.93382,                0.93281,                0.95435,                0.78821,               0.017244,               0.018326,               0.023844,             0.00045896,              0.0033076,              0.0033076,              0.0033076
                    340,               0.018833,               0.018639,                0.02446,             0.00087951,                0.93973,                0.93915,                0.96242,                0.82803,                0.93347,                0.93288,                0.95386,                0.78852,               0.017247,               0.018315,               0.023811,             0.00045934,              0.0032878,              0.0032878,              0.0032878
                    341,                 0.0188,               0.018621,               0.024634,             0.00085257,                0.93759,                0.93917,                0.96235,                0.82762,                 0.9322,                 0.9334,                0.95424,                0.78826,                0.01725,               0.018317,               0.023751,             0.00045902,               0.003268,               0.003268,               0.003268
                    342,               0.018749,               0.018312,               0.024916,             0.00082302,                0.93754,                0.93929,                0.96244,                0.82783,                0.93207,                0.93307,                0.95394,                0.78895,               0.017257,                 0.0183,               0.023716,             0.00045891,              0.0032482,              0.0032482,              0.0032482
                    343,               0.018686,               0.018433,               0.024542,             0.00083406,                0.93716,                0.94148,                0.96243,                0.82765,                0.93249,                0.93252,                0.95412,                0.78827,               0.017253,               0.018298,               0.023727,             0.00046018,              0.0032284,              0.0032284,              0.0032284
                    344,               0.018727,               0.018471,               0.024644,             0.00083155,                 0.9376,                0.94087,                0.96266,                0.82787,                0.93201,                0.93295,                 0.9541,                0.78891,               0.017253,               0.018299,               0.023714,              0.0004611,              0.0032086,              0.0032086,              0.0032086
                    345,               0.018872,               0.018687,               0.024617,             0.00080826,                0.93935,                0.93923,                0.96271,                0.82883,                 0.9334,                0.93301,                0.95422,                0.78935,               0.017259,               0.018289,               0.023699,             0.00045988,              0.0031888,              0.0031888,              0.0031888
                    346,               0.018485,               0.018161,                0.02422,             0.00077745,                0.93937,                0.93968,                 0.9624,                0.82876,                0.93318,                0.93324,                0.95403,                0.78919,               0.017255,               0.018272,               0.023655,             0.00045927,               0.003169,               0.003169,               0.003169
                    347,               0.018901,               0.018182,               0.024017,             0.00083551,                0.93903,                 0.9414,                0.96228,                0.82869,                0.93239,                0.93454,                0.95397,                0.78919,               0.017246,               0.018262,               0.023638,             0.00045956,              0.0031492,              0.0031492,              0.0031492
                    348,               0.018631,               0.018528,               0.024487,             0.00084525,                0.93903,                0.94079,                0.96241,                0.82913,                0.93252,                0.93412,                0.95436,                0.79005,               0.017244,               0.018265,               0.023619,             0.00046089,              0.0031294,              0.0031294,              0.0031294
                    349,                0.01876,               0.018492,               0.025067,             0.00077297,                0.93845,                0.94022,                0.96256,                0.82958,                0.93408,                0.93279,                0.95434,                0.78947,               0.017248,                0.01826,               0.023578,              0.0004599,              0.0031096,              0.0031096,              0.0031096
                    350,               0.018907,               0.018625,               0.024931,             0.00074222,                0.93923,                0.93991,                0.96283,                0.82991,                0.93397,                 0.9337,                0.95456,                0.78956,               0.017247,               0.018268,               0.023574,             0.00045826,              0.0030898,              0.0030898,              0.0030898
                    351,                0.01883,                0.01864,               0.024737,             0.00084811,                0.93947,                 0.9407,                0.96302,                 0.8297,                0.93442,                0.93406,                0.95458,                0.78956,               0.017242,               0.018267,               0.023514,             0.00045693,                0.00307,                0.00307,                0.00307
                    352,               0.018921,               0.018529,               0.024829,             0.00080021,                0.93809,                0.94154,                0.96282,                0.82991,                0.93333,                0.93567,                0.95461,                0.78978,               0.017242,               0.018272,               0.023481,             0.00045458,              0.0030502,              0.0030502,              0.0030502
                    353,               0.018799,               0.018796,               0.025011,             0.00077921,                0.93817,                  0.941,                0.96292,                0.82948,                0.93393,                0.93517,                0.95446,                 0.7896,               0.017246,               0.018282,                0.02348,             0.00045341,              0.0030304,              0.0030304,              0.0030304
                    354,               0.018611,               0.018881,               0.024754,             0.00083941,                0.93801,                0.94069,                0.96287,                0.82923,                0.93286,                0.93519,                0.95438,                0.78947,               0.017246,               0.018282,               0.023508,             0.00045165,              0.0030106,              0.0030106,              0.0030106
                    355,               0.018671,               0.018587,                0.02461,              0.0009526,                0.93808,                 0.9403,                0.96294,                0.82976,                 0.9332,                0.93521,                0.95438,                0.78979,               0.017237,                0.01828,               0.023496,              0.0004503,              0.0029908,              0.0029908,              0.0029908
                    356,               0.018351,               0.018166,               0.024554,             0.00090105,                0.93826,                0.93983,                 0.9629,                 0.8298,                 0.9335,                0.93471,                0.95428,                0.78985,               0.017234,               0.018287,               0.023528,             0.00044887,               0.002971,               0.002971,               0.002971
                    357,               0.018352,               0.018093,               0.024414,             0.00080445,                0.93822,                0.93918,                0.96281,                0.83029,                0.93308,                  0.934,                0.95433,                0.78994,               0.017231,               0.018298,               0.023534,             0.00044738,              0.0029512,              0.0029512,              0.0029512
                    358,               0.018607,               0.018591,               0.025063,             0.00083728,                0.93833,                0.93926,                 0.9628,                0.83052,                0.93325,                0.93407,                0.95424,                0.78941,               0.017228,               0.018303,                0.02353,             0.00044507,              0.0029314,              0.0029314,              0.0029314
                    359,               0.018575,               0.018465,                0.02481,             0.00083154,                0.93826,                0.93929,                0.96278,                0.83065,                0.93321,                0.93401,                0.95428,                0.78975,                0.01723,               0.018309,               0.023561,             0.00044385,              0.0029116,              0.0029116,              0.0029116
                    360,               0.018497,               0.018145,               0.024495,             0.00077959,                0.93806,                0.93987,                 0.9627,                0.83006,                0.93307,                0.93485,                0.95435,                0.78976,               0.017226,               0.018309,               0.023581,             0.00044311,              0.0028918,              0.0028918,              0.0028918
