                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                     33,               0.029044,               0.026858,               0.036158,              0.0023692,                0.90987,                0.89201,                0.93441,                0.71965,                0.89498,                 0.8744,                0.91029,                0.67879,               0.024769,               0.022356,               0.028614,              0.0011682,               0.006832,               0.006832,               0.006832
                     34,               0.028969,                0.02621,               0.035659,              0.0019722,                0.90095,                0.90643,                0.94319,                0.73532,                0.88768,                0.89632,                 0.9253,                0.68984,               0.024337,               0.021952,               0.026914,             0.00095607,               0.006733,               0.006733,               0.006733
                     35,               0.028941,               0.027129,               0.035295,              0.0020315,                0.91079,                0.89993,                0.94278,                0.73488,                0.89901,                0.88919,                0.92796,                0.70373,               0.024351,               0.021567,               0.026756,              0.0011608,               0.006634,               0.006634,               0.006634
                     36,               0.028392,               0.026447,               0.035345,              0.0021527,                0.91195,                0.89438,                0.94342,                0.72887,                0.89818,                0.87984,                0.92072,                0.68095,               0.024404,               0.021879,               0.027205,              0.0011675,               0.006535,               0.006535,               0.006535
                     37,               0.028468,               0.026905,               0.035517,              0.0021299,                0.90349,                 0.9156,                0.94601,                0.73851,                0.88953,                0.89831,                0.92359,                0.70448,               0.024301,               0.022039,               0.026795,              0.0010295,               0.006436,               0.006436,               0.006436
                     38,               0.028411,               0.026342,               0.035228,              0.0020898,                0.90302,                0.90786,                0.94352,                0.73267,                0.88916,                0.89306,                  0.923,                0.69605,               0.024169,               0.021498,               0.026787,              0.0012376,               0.006337,               0.006337,               0.006337
                     39,               0.028148,               0.025599,               0.034412,              0.0019179,                0.91403,                0.90228,                0.94279,                0.73562,                0.90215,                0.88619,                0.92074,                0.69671,                0.02478,               0.021711,               0.027342,              0.0010282,               0.006238,               0.006238,               0.006238
                     40,               0.027955,               0.026079,               0.035324,              0.0021414,                0.91037,                0.90317,                0.94817,                0.73835,                0.89899,                 0.8922,                0.93024,                0.70625,               0.023861,               0.021356,               0.026554,              0.0012908,               0.006139,               0.006139,               0.006139
                     41,               0.027586,               0.025982,               0.034087,              0.0021548,                0.90934,                0.91404,                0.94877,                0.73978,                0.89943,                 0.9003,                0.93205,                0.70148,               0.023607,               0.021533,               0.026432,              0.0014784,                0.00604,                0.00604,                0.00604
                     42,               0.027632,               0.025999,               0.034634,              0.0019377,                0.91184,                 0.9158,                 0.9463,                0.73997,                0.90055,                0.89376,                0.92379,                0.69896,               0.023684,               0.021749,               0.026375,              0.0011642,               0.005941,               0.005941,               0.005941
                     43,               0.027472,               0.025958,               0.034918,              0.0021258,                 0.9217,                0.89816,                0.94674,                 0.7415,                0.91052,                0.88355,                0.92506,                0.70549,                0.02373,               0.022044,               0.026962,              0.0014183,               0.005842,               0.005842,               0.005842
                     44,               0.027062,               0.025473,               0.033735,              0.0019744,                0.91552,                 0.9064,                0.94593,                0.74469,                0.90242,                0.89399,                0.92675,                0.70556,               0.023599,               0.021574,               0.026675,             0.00097744,               0.005743,               0.005743,               0.005743
                     45,               0.026954,               0.025506,               0.033459,              0.0019351,                0.91767,                0.90068,                 0.9474,                0.73905,                0.90893,                0.88651,                0.92906,                0.70075,               0.023528,               0.020812,               0.025989,             0.00089128,               0.005644,               0.005644,               0.005644
                     46,               0.026913,                0.02548,               0.033861,              0.0019322,                0.92137,                0.90567,                0.94694,                0.74778,                0.90791,                0.89182,                0.92838,                0.71273,               0.023309,                0.02096,               0.026404,              0.0011387,               0.005545,               0.005545,               0.005545
                     47,                0.02671,               0.025307,               0.034111,                0.00189,                0.91772,                0.91772,                0.94954,                0.75504,                0.90751,                0.90299,                 0.9317,                0.71402,               0.023092,               0.021237,               0.026153,              0.0012422,               0.005446,               0.005446,               0.005446
                     48,               0.026489,               0.025113,               0.033536,              0.0017605,                 0.9114,                0.90419,                0.94584,                0.75453,                0.90313,                0.89225,                0.93019,                0.70701,               0.023335,               0.021335,               0.026001,              0.0008758,               0.005347,               0.005347,               0.005347
                     49,               0.026189,               0.024704,                0.03361,              0.0017136,                0.91607,                0.90842,                0.94743,                0.75542,                0.90638,                0.89635,                0.93137,                0.70774,               0.022718,               0.020924,               0.025781,             0.00099623,               0.005248,               0.005248,               0.005248
                     50,                0.02604,               0.024431,               0.032839,              0.0017362,                0.91934,                 0.9115,                0.95105,                0.76024,                0.90744,                0.89878,                0.93455,                 0.7105,               0.022884,               0.020878,               0.025661,              0.0013475,               0.005149,               0.005149,               0.005149
                     51,               0.025993,               0.024846,               0.033614,              0.0018356,                 0.9171,                0.91424,                0.95115,                0.76282,                0.90408,                0.89951,                0.93441,                0.72104,               0.022946,               0.020609,               0.025389,             0.00078003,                0.00505,                0.00505,                0.00505
                     52,                 0.0258,               0.024739,               0.032969,              0.0018453,                 0.9167,                0.91333,                0.94808,                0.75261,                0.90971,                0.90221,                0.93305,                0.71249,               0.022576,               0.020605,                0.02579,              0.0012308,               0.004951,               0.004951,               0.004951
                     53,               0.025821,               0.024883,               0.032996,              0.0017312,                0.91259,                0.91884,                0.95394,                0.76154,                0.90647,                0.90271,                0.93374,                0.71984,               0.022359,                 0.0206,               0.025224,             0.00081155,               0.004852,               0.004852,               0.004852
                     54,               0.025598,               0.024323,                0.03262,              0.0015866,                0.92025,                0.91141,                0.95274,                0.76983,                0.91057,                 0.8948,                0.93606,                0.72255,               0.022089,               0.020393,               0.025084,             0.00097192,               0.004753,               0.004753,               0.004753
                     55,               0.025372,               0.024432,               0.032891,              0.0017725,                0.91341,                0.91083,                0.94955,                0.76235,                0.90447,                0.89928,                0.93649,                0.72492,               0.022242,               0.020683,               0.025259,              0.0012433,               0.004654,               0.004654,               0.004654
                     56,               0.025255,               0.024253,               0.032181,              0.0016496,                0.91109,                0.91522,                0.95056,                0.77198,                0.90459,                0.90054,                0.93642,                 0.7302,               0.021711,               0.020173,               0.025648,              0.0008677,               0.004555,               0.004555,               0.004555
                     57,               0.025134,               0.024337,               0.032435,              0.0016595,                0.92362,                0.91756,                0.95239,                0.77188,                0.90954,                0.90373,                0.93384,                0.72403,               0.021665,               0.020413,               0.024872,             0.00081936,               0.004456,               0.004456,               0.004456
                     58,               0.025246,               0.024077,               0.031788,              0.0015652,                0.92088,                0.91533,                0.95338,                0.76121,                0.91205,                0.90092,                0.93762,                 0.7238,               0.021879,               0.020455,               0.024521,              0.0011203,               0.004357,               0.004357,               0.004357
                     59,               0.024857,               0.023952,               0.032012,              0.0015882,                0.92848,                0.90546,                0.95215,                0.76366,                0.92188,                0.89448,                0.93693,                0.72459,               0.021814,               0.020425,               0.024819,             0.00087822,               0.004258,               0.004258,               0.004258
                     60,               0.024695,                0.02413,               0.031933,              0.0015502,                 0.9279,                0.91413,                0.95166,                0.76573,                0.91653,                 0.9011,                0.93631,                0.72256,               0.021756,               0.020316,               0.025158,              0.0011303,               0.004159,               0.004159,               0.004159
                     61,                0.02444,               0.023992,               0.031856,              0.0016428,                0.92948,                0.91398,                0.95402,                0.77192,                 0.9249,                0.90337,                0.94132,                0.73052,               0.021561,               0.020239,               0.024533,              0.0010234,                0.00406,                0.00406,                0.00406
                     62,               0.024339,               0.023807,               0.031336,              0.0016158,                0.92797,                0.91768,                0.95284,                0.77249,                0.91745,                0.90714,                0.94171,                0.73104,               0.021781,               0.020207,               0.024521,             0.00068988,               0.003961,               0.003961,               0.003961
                     63,               0.024222,               0.023732,               0.031473,              0.0016469,                0.92151,                 0.9226,                0.95416,                0.77176,                0.91867,                 0.9082,                 0.9405,                0.73277,               0.021414,               0.020217,               0.024422,             0.00095857,               0.003862,               0.003862,               0.003862
                     64,               0.023988,               0.023217,               0.031294,               0.001466,                0.93058,                0.90658,                0.95523,                0.76829,                0.92185,                0.89605,                0.94267,                 0.7334,               0.021279,               0.019926,               0.024609,             0.00084769,               0.003763,               0.003763,               0.003763
                     65,               0.024336,               0.023678,               0.031165,              0.0015424,                0.92678,                0.91544,                0.95494,                0.78435,                0.91655,                0.90733,                 0.9424,                0.73956,               0.021215,               0.020047,               0.024919,              0.0010919,               0.003664,               0.003664,               0.003664
                     66,               0.023903,               0.023487,               0.031356,              0.0016245,                 0.9289,                0.91267,                0.95254,                0.77609,                0.92997,                0.89068,                0.93813,                0.73214,               0.021468,               0.019925,               0.024669,             0.00078117,               0.003565,               0.003565,               0.003565
                     67,               0.023662,               0.023006,               0.030448,              0.0013991,                 0.9202,                0.92563,                0.95334,                0.77647,                 0.9117,                0.91532,                0.94199,                0.73649,                0.02132,               0.019906,               0.024454,             0.00073225,               0.003466,               0.003466,               0.003466
                     68,                0.02372,               0.023168,               0.030227,              0.0014642,                0.93889,                0.91539,                0.95487,                0.78024,                0.92879,                0.90516,                0.94147,                0.73752,               0.021213,               0.019732,               0.024468,              0.0010036,               0.003367,               0.003367,               0.003367
                     69,               0.023622,               0.022709,               0.030436,              0.0014305,                0.91932,                0.92219,                0.95643,                 0.7853,                0.91161,                0.91396,                 0.9459,                0.74404,                0.02097,               0.019783,               0.024593,              0.0010892,               0.003268,               0.003268,               0.003268
                     70,               0.023285,               0.023076,               0.030424,              0.0014563,                0.93333,                0.92139,                0.95635,                0.78041,                 0.9228,                0.91109,                0.94291,                0.74107,                 0.0212,               0.019971,               0.024414,              0.0010822,               0.003169,               0.003169,               0.003169
                     71,               0.023194,               0.022646,               0.030625,              0.0013818,                0.92987,                0.91858,                 0.9545,                0.78808,                0.91785,                0.91084,                0.94353,                0.74629,               0.020676,               0.019525,               0.024623,              0.0011581,                0.00307,                0.00307,                0.00307
                     72,               0.022875,               0.022523,               0.030201,              0.0014032,                0.93014,                0.91702,                0.95533,                0.78312,                 0.9203,                0.90593,                0.94118,                0.74133,               0.021308,               0.019995,               0.024922,             0.00091858,               0.002971,               0.002971,               0.002971
                     73,                0.02303,               0.022413,               0.029889,               0.001292,                0.93175,                0.92492,                0.95699,                 0.7887,                0.92888,                0.90878,                0.94442,                0.75207,               0.020897,               0.019576,                 0.0244,             0.00077729,               0.002872,               0.002872,               0.002872
                     74,               0.022848,               0.022998,               0.029837,              0.0013708,                0.91917,                0.93075,                0.95659,                0.78576,                0.92562,                0.90531,                0.94157,                0.74032,               0.020719,               0.019801,               0.024275,             0.00087863,               0.002773,               0.002773,               0.002773
                     75,               0.022972,               0.022842,               0.029855,               0.001403,                0.92624,                0.91775,                0.95553,                0.78718,                0.91857,                0.90941,                0.94479,                0.75088,               0.020976,               0.019532,               0.024606,               0.001151,               0.002674,               0.002674,               0.002674
                     76,                0.02304,               0.022802,               0.030441,              0.0012953,                0.93468,                0.92546,                0.95799,                0.79213,                 0.9271,                0.91448,                0.94503,                0.74734,               0.020528,               0.019764,               0.023787,              0.0010488,               0.002575,               0.002575,               0.002575
                     77,               0.022551,               0.022282,               0.029605,              0.0012726,                 0.9277,                0.92295,                0.95567,                0.78334,                0.91883,                 0.9133,                0.94185,                0.74429,               0.020734,               0.019608,               0.024056,              0.0011463,               0.002476,               0.002476,               0.002476
                     78,               0.022539,               0.022801,               0.029412,              0.0013909,                0.93997,                0.91865,                0.95685,                0.78994,                0.93146,                0.91017,                0.94453,                0.74459,               0.020681,               0.019535,               0.024472,             0.00098622,               0.002377,               0.002377,               0.002377
                     79,               0.022631,               0.022894,               0.029711,              0.0012046,                0.93337,                 0.9233,                0.95573,                0.79308,                0.92665,                0.91307,                0.94514,                0.74903,               0.020679,               0.019859,               0.024233,              0.0012402,               0.002278,               0.002278,               0.002278
                     80,               0.022223,                0.02216,               0.028872,              0.0012899,                0.93745,                0.91904,                0.95623,                 0.7886,                0.93142,                0.90642,                0.94324,                  0.745,               0.020473,               0.019506,               0.024449,              0.0010411,               0.002179,               0.002179,               0.002179
                     81,               0.022372,               0.022264,               0.028949,              0.0012404,                0.93075,                0.92198,                0.95524,                0.79018,                0.92669,                0.90376,                0.94145,                0.74766,               0.020751,               0.019295,                0.02422,             0.00059428,                0.00208,                0.00208,                0.00208
                     82,               0.021907,               0.021992,               0.028695,              0.0013842,                0.93129,                0.92771,                0.95627,                0.78928,                0.93204,                0.90378,                0.94355,                0.75073,               0.020527,               0.019443,               0.024085,             0.00086281,               0.001981,               0.001981,               0.001981
                     83,               0.022082,               0.022089,               0.029035,               0.001235,                0.93556,                0.91884,                0.95768,                0.79123,                0.93092,                0.90348,                0.94474,                0.75113,               0.020321,                 0.0194,               0.024167,              0.0009307,               0.001882,               0.001882,               0.001882
                     84,               0.021981,               0.021515,               0.028668,              0.0012548,                0.93956,                0.92469,                0.95741,                0.79511,                0.93059,                0.90656,                0.94283,                0.75067,               0.020217,               0.019395,               0.023902,             0.00060479,               0.001783,               0.001783,               0.001783
                     85,               0.022011,                0.02173,               0.028623,              0.0012794,                0.93838,                0.92075,                0.95826,                0.79296,                0.92888,                0.90864,                0.94485,                0.75291,               0.020144,               0.019177,               0.023763,             0.00096447,               0.001684,               0.001684,               0.001684
                     86,               0.021718,               0.021729,               0.028436,              0.0011725,                0.92962,                0.92803,                0.95826,                0.79642,                0.92151,                0.91064,                0.94609,                0.75555,               0.020087,               0.019172,               0.023813,             0.00083775,               0.001585,               0.001585,               0.001585
                     87,                0.02174,               0.021971,               0.028524,              0.0011998,                0.92947,                0.92758,                0.95789,                0.79611,                0.91503,                0.91779,                0.94527,                0.75429,               0.020206,               0.019187,               0.023873,             0.00065064,               0.001486,               0.001486,               0.001486
                     88,               0.021519,               0.021687,               0.028335,              0.0011997,                0.93482,                0.91891,                0.95737,                0.79788,                0.93192,                0.90358,                 0.9468,                0.75485,               0.020035,               0.019342,               0.024137,              0.0010159,               0.001387,               0.001387,               0.001387
                     89,               0.021557,               0.021521,                0.02854,              0.0011594,                0.92663,                0.92819,                0.95843,                0.79845,                0.91689,                0.92307,                0.94676,                0.75675,                0.01986,               0.019158,               0.023627,             0.00093862,               0.001288,               0.001288,               0.001288
                     90,               0.021421,               0.022038,               0.028276,               0.001228,                0.93028,                 0.9235,                0.95837,                0.79644,                  0.919,                0.91256,                 0.9463,                0.75613,               0.019896,               0.019216,               0.023735,              0.0010955,               0.001189,               0.001189,               0.001189
                     91,               0.021317,               0.021652,               0.027821,              0.0011645,                0.94039,                0.91359,                0.95866,                0.79827,                0.93601,                0.90198,                0.94758,                0.75901,               0.019763,               0.019128,               0.023654,             0.00068617,                0.00109,                0.00109,                0.00109
                     92,               0.021344,               0.021252,               0.027919,              0.0011119,                0.93973,                0.92184,                0.95912,                0.79747,                0.93111,                0.90653,                0.94606,                0.75773,               0.019902,               0.019225,               0.023656,             0.00077585,               0.000991,               0.000991,               0.000991
                     93,               0.021069,                0.02131,               0.027817,              0.0010611,                0.93733,                0.92319,                0.95999,                0.80045,                0.93061,                0.90748,                0.94746,                0.75664,                 0.0197,               0.018935,               0.023519,             0.00065899,               0.000892,               0.000892,               0.000892
                     94,               0.021317,               0.021703,                0.02813,              0.0011441,                0.93664,                0.92404,                0.95858,                0.79869,                0.92704,                0.91315,                0.94898,                 0.7586,               0.019759,               0.018963,               0.023647,             0.00068593,               0.000793,               0.000793,               0.000793
                     95,               0.020923,               0.021096,               0.027377,              0.0012638,                 0.9373,                 0.9228,                0.95861,                0.79931,                0.92699,                0.91243,                0.94629,                0.75889,               0.019726,               0.019015,               0.023516,             0.00074813,               0.000694,               0.000694,               0.000694
                     96,               0.021115,               0.021147,               0.027661,              0.0012655,                0.93446,                0.92548,                0.95958,                 0.8025,                0.92429,                0.91329,                0.94685,                0.76168,               0.019588,               0.018822,               0.023197,             0.00059485,               0.000595,               0.000595,               0.000595
                     97,               0.020884,               0.020973,               0.027259,              0.0011612,                0.93553,                0.92305,                0.95961,                0.80401,                0.92687,                 0.9117,                0.94767,                0.76139,               0.019546,               0.018902,               0.023539,             0.00068155,               0.000496,               0.000496,               0.000496
                     98,               0.020717,               0.021059,               0.027004,               0.001206,                0.93269,                0.92503,                0.95949,                0.80599,                0.92338,                0.90989,                0.94666,                0.76261,               0.019489,               0.018901,               0.023423,             0.00085443,               0.000397,               0.000397,               0.000397
                     99,               0.020682,               0.021024,                0.02683,              0.0010555,                0.92919,                0.93212,                0.95999,                0.80638,                0.92053,                0.91818,                0.94857,                0.76304,               0.019538,                0.01887,               0.023427,             0.00067988,               0.000298,               0.000298,               0.000298
                    100,                0.93093,                0.93195,                0.96002,                0.80657,                0.92069,                0.91801,                0.94854,                0.76317,               0.019538,                0.01887,               0.023418,             0.00067668
